movie,year,director,stars,gender
That's My Boy,2012,Sean Anders,Susan Sarandon,F
This Is 40,2012,Judd Apatow,Paul Rudd,M
This Is 40,2012,Judd Apatow,Leslie Mann,F
This Is 40,2012,Judd Apatow,Maude Apatow,F
This Is 40,2012,Judd Apatow,Iris Apatow,F
Total Recall,2012,Len Wiseman,Colin Farrell,M
Total Recall,2012,Len Wiseman,Bokeem Woodbine,M
Total Recall,2012,Len Wiseman,Bryan Cranston,M
Total Recall,2012,Len Wiseman,Kate Beckinsale,F
Promised Land,2012,Gus Van Sant,Matt Damon,M
Promised Land,2012,Gus Van Sant,Frances McDormand,F
Promised Land,2012,Gus Van Sant,John Krasinski,M
Promised Land,2012,Gus Van Sant,Hal Holbrook,M
Wreck-It Ralph,2012,Rich Moore,John C. Reilly,M
Wreck-It Ralph,2012,Rich Moore,Jack McBrayer,M
Wreck-It Ralph,2012,Rich Moore,Jane Lynch,F
Wreck-It Ralph,2012,Rich Moore,Sarah Silverman,F
Jack the Giant Slayer,2013,Bryan Singer,Nicholas Hoult,M
Jack the Giant Slayer,2013,Bryan Singer,Stanley Tucci,M
Jack the Giant Slayer,2013,Bryan Singer,Ewan McGregor,M
Jack the Giant Slayer,2013,Bryan Singer,Bill Nighy,M
Oz the Great and Powerful,2013,Sam Raimi,James Franco,M
Oz the Great and Powerful,2013,Sam Raimi,Michelle Williams,F
Oz the Great and Powerful,2013,Sam Raimi,Rachel Weisz,F
Oz the Great and Powerful,2013,Sam Raimi,Mila Kunis,F
A Good Day to Die Hard,2013,John Moore,Bruce Willis,M
A Good Day to Die Hard,2013,John Moore,Jai Courtney,M
A Good Day to Die Hard,2013,John Moore,Sebastian Koch,M
A Good Day to Die Hard,2013,John Moore,Mary Elizabeth Winstead,F
Trance,2013,Danny Boyle,James McAvoy,M
Trance,2013,Danny Boyle,Rosario Dawson,F
Trance,2013,Danny Boyle,Vincent Cassel,M
Trance,2013,Danny Boyle,Danny Sapani,M
Side Effects,2013,Steven Soderbergh,Rooney Mara,F
Side Effects,2013,Steven Soderbergh,Channing Tatum,M
Side Effects,2013,Steven Soderbergh,Jude Law,M
Side Effects,2013,Steven Soderbergh,Catherine Zeta-Jones,F
Spring Breakers,2012,Harmony Korine,Vanessa Hudgens,F
Spring Breakers,2012,Harmony Korine,Selena Gomez,F
Spring Breakers,2012,Harmony Korine,Ashley Benson,F
Spring Breakers,2012,Harmony Korine,Rachel Korine,F
The Incredible Burt Wonderstone,2013,Don Scardino,Steve Carell,M
The Incredible Burt Wonderstone,2013,Don Scardino,Luke Vanek,M
The Incredible Burt Wonderstone,2013,Don Scardino,Steve Buscemi,M
The Incredible Burt Wonderstone,2013,Don Scardino,Mason Cook,M
Disconnect,2012,Henry Alex Rubin,Jason Bateman,M
Disconnect,2012,Henry Alex Rubin,Jonah Bobo,M
Disconnect,2012,Henry Alex Rubin,Haley Ramm,F
Disconnect,2012,Henry Alex Rubin,Hope Davis,F
Mud,2012,Jeff Nichols,Matthew McConaughey,M
Mud,2012,Jeff Nichols,Tye Sheridan,M
Mud,2012,Jeff Nichols,Jacob Lofland,M
Mud,2012,Jeff Nichols,Sam Shepard,M
The Company You Keep,2012,Robert Redford,Brit Marling,F
The Company You Keep,2012,Robert Redford,Stanley Tucci,M
The Company You Keep,2012,Robert Redford,Nick Nolte,M
Olympus Has Fallen,2013,Antoine Fuqua,Gerard Butler,M
Olympus Has Fallen,2013,Antoine Fuqua,Aaron Eckhart,M
Olympus Has Fallen,2013,Antoine Fuqua,Morgan Freeman,M
Olympus Has Fallen,2013,Antoine Fuqua,Angela Bassett,F
The Place Beyond the Pines,2012,Derek Cianfrance,Ryan Gosling,M
The Place Beyond the Pines,2012,Derek Cianfrance,Bradley Cooper,M
The Place Beyond the Pines,2012,Derek Cianfrance,Eva Mendes,F
The Place Beyond the Pines,2012,Derek Cianfrance,Craig Van Hook,M
G.I. Joe: Retaliation,2013,Jon M. Chu,Dwayne Johnson,M
G.I. Joe: Retaliation,2013,Jon M. Chu,Channing Tatum,M
G.I. Joe: Retaliation,2013,Jon M. Chu,Adrianne Palicki,F
G.I. Joe: Retaliation,2013,Jon M. Chu,Lee Byung-hun,M
The Croods,2013,Kirk DeMicco,Chris Sanders,M
The Croods,2013,Kirk DeMicco,Nicolas Cage,M
The Croods,2013,Kirk DeMicco,Ryan Reynolds,M
The Croods,2013,Kirk DeMicco,Emma Stone,F
The Croods,2013,Kirk DeMicco,Catherine Keener,F
A Haunted House,2013,Michael Tiddes,Marlon Wayans,M
A Haunted House,2013,Michael Tiddes,Essence Atkins,F
A Haunted House,2013,Michael Tiddes,Marlene Forte,F
A Haunted House,2013,Michael Tiddes,David Koechner,M
World War Z,2013,Marc Forster,Brad Pitt,M
World War Z,2013,Marc Forster,Mireille Enos,F
World War Z,2013,Marc Forster,Daniella Kertesz,F
World War Z,2013,Marc Forster,James Badge Dale,M
Oblivion,2013,Joseph Kosinski,Tom Cruise,M
Oblivion,2013,Joseph Kosinski,Morgan Freeman,M
Oblivion,2013,Joseph Kosinski,Andrea Riseborough,F
Oblivion,2013,Joseph Kosinski,Olga Kurylenko,F
Ender's Game,2013,Gavin Hood,Harrison Ford,M
Ender's Game,2013,Gavin Hood,Asa Butterfield,M
Ender's Game,2013,Gavin Hood,Hailee Steinfeld,F
Ender's Game,2013,Gavin Hood,Abigail Breslin,F
The Hobbit: The Desolation of Smaug,2013,Peter Jackson,Ian McKellen,M
The Hobbit: The Desolation of Smaug,2013,Peter Jackson,Martin Freeman,M
The Hobbit: The Desolation of Smaug,2013,Peter Jackson,Richard Armitage,M
The Hobbit: The Desolation of Smaug,2013,Peter Jackson,Ken Stott,M
Man of Steel,2013,Zack Snyder,Henry Cavill,M
Man of Steel,2013,Zack Snyder,Amy Adams,F
Man of Steel,2013,Zack Snyder,Michael Shannon,M
Man of Steel,2013,Zack Snyder,Diane Lane,F
Pacific Rim,2013,Guillermo del Toro,Idris Elba,M
Pacific Rim,2013,Guillermo del Toro,Charlie Hunnam,M
Pacific Rim,2013,Guillermo del Toro,Rinko Kikuchi,F
Pacific Rim,2013,Guillermo del Toro,Charlie Day,M
The Hunger Games: Catching Fire,2013,Francis Lawrence,Jennifer Lawrence,F
The Hunger Games: Catching Fire,2013,Francis Lawrence,Josh Hutcherson,M
The Hunger Games: Catching Fire,2013,Francis Lawrence,Liam Hemsworth,M
The Hunger Games: Catching Fire,2013,Francis Lawrence,Philip Seymour Hoffman,M
The Lone Ranger,2013,Gore Verbinski,Johnny Depp,M
The Lone Ranger,2013,Gore Verbinski,Armie Hammer,M
The Lone Ranger,2013,Gore Verbinski,William Fichtner,M
The Lone Ranger,2013,Gore Verbinski,Tom Wilkinson,M
The Wolverine,2013,James Mangold,Hugh Jackman,M
The Wolverine,2013,James Mangold,Will Yun Lee,M
The Wolverine,2013,James Mangold,Tao Okamoto,F
The Wolverine,2013,James Mangold,Rila Fukushima,F
Elysium,2013,Neill Blomkamp,Matt Damon,M
Elysium,2013,Neill Blomkamp,Jodie Foster,F
Elysium,2013,Neill Blomkamp,Sharlto Copley,M
Elysium,2013,Neill Blomkamp,Alice Braga,F
After Earth,2013,M. Night Shyamalan,Jaden Smith,M
After Earth,2013,M. Night Shyamalan,David Denman,M
After Earth,2013,M. Night Shyamalan,Will Smith,M
After Earth,2013,M. Night Shyamalan,Sophie Okonedo,F
Iron Man Three,2013,Shane Black,Robert Downey Jr.,M
Iron Man Three,2013,Shane Black,Guy Pearce,M
Iron Man Three,2013,Shane Black,Gwyneth Paltrow,F
Iron Man Three,2013,Shane Black,Don Cheadle,M
This Is the End,2013,Evan Goldberg,Seth Rogen,M
This Is the End,2013,Evan Goldberg,James Franco,M
This Is the End,2013,Evan Goldberg,Jonah Hill,M
This Is the End,2013,Evan Goldberg,Seth Rogen,M
This Is the End,2013,Evan Goldberg,Jay Baruchel,M
R.I.P.D.,2013,Robert Schwentke,Ryan Reynolds,M
R.I.P.D.,2013,Robert Schwentke,Jeff Bridges,M
R.I.P.D.,2013,Robert Schwentke,Mary-Louise Parker,F
R.I.P.D.,2013,Robert Schwentke,Kevin Bacon,M
Thor: The Dark World,2013,Alan Taylor,Chris Hemsworth,M
Thor: The Dark World,2013,Alan Taylor,Natalie Portman,F
Thor: The Dark World,2013,Alan Taylor,Tom Hiddleston,M
Thor: The Dark World,2013,Alan Taylor,Stellan Skarsgård,M
Star Trek Into Darkness,2013,J.J. Abrams,Chris Pine,M
Star Trek Into Darkness,2013,J.J. Abrams,Zachary Quinto,M
Star Trek Into Darkness,2013,J.J. Abrams,Zoe Saldana,F
Star Trek Into Darkness,2013,J.J. Abrams,Benedict Cumberbatch,M
Now You See Me,2013,Louis Leterrier,Jesse Eisenberg,M
Now You See Me,2013,Louis Leterrier,Common,M
Now You See Me,2013,Louis Leterrier,Mark Ruffalo,M
Now You See Me,2013,Louis Leterrier,Woody Harrelson,M
The Hangover Part III,2013,Todd Phillips,Bradley Cooper,M
The Hangover Part III,2013,Todd Phillips,Zach Galifianakis,M
The Hangover Part III,2013,Todd Phillips,Ed Helms,M
The Hangover Part III,2013,Todd Phillips,Justin Bartha,M
Kick-Ass 2,2013,Jeff Wadlow,Aaron Taylor-Johnson,M
Kick-Ass 2,2013,Jeff Wadlow,Chloë Grace Moretz,F
Kick-Ass 2,2013,Jeff Wadlow,Christopher Mintz-Plasse,M
Kick-Ass 2,2013,Jeff Wadlow,Jim Carrey,M
The Lords of Salem,2012,Rob Zombie,Sheri Moon Zombie,F
The Lords of Salem,2012,Rob Zombie,Meg Foster,F
The Lords of Salem,2012,Rob Zombie,Bruce Davison,M
The Lords of Salem,2012,Rob Zombie,Jeff Daniel Phillips,M
Iron Sky,2012,Timo Vuorensola,Julia Dietze,F
Iron Sky,2012,Timo Vuorensola,Christopher Kirby,M
Iron Sky,2012,Timo Vuorensola,Götz Otto,M
Iron Sky,2012,Timo Vuorensola,Udo Kier,M
Lo imposible,2012,J.A. Bayona,Naomi Watts,F
Lo imposible,2012,J.A. Bayona,Ewan McGregor,M
Lo imposible,2012,J.A. Bayona,Tom Holland,M
Lo imposible,2012,J.A. Bayona,Oaklee Pendergast,M
Filly Brown,2012,Youssef Delara,Michael D. Olmos,Na
Filly Brown,2012,Youssef Delara,Gina Rodriguez,F
Filly Brown,2012,Youssef Delara,Jenni Rivera,F
Filly Brown,2012,Youssef Delara,Lou Diamond Phillips,M
Filly Brown,2012,Youssef Delara,Edward James Olmos,M
Antiviral,2012,Brandon Cronenberg,Caleb Landry Jones,M
Antiviral,2012,Brandon Cronenberg,Lisa Berry,F
Antiviral,2012,Brandon Cronenberg,Sarah Gadon,F
Antiviral,2012,Brandon Cronenberg,Malcolm McDowell,M
Anna Karenina,2012,Joe Wright,Keira Knightley,F
Anna Karenina,2012,Joe Wright,Jude Law,M
Anna Karenina,2012,Joe Wright,Aaron Taylor-Johnson,M
Anna Karenina,2012,Joe Wright,Matthew Macfadyen,M
The Cloth,2013,Tristan Price,Danny Trejo,M
The Cloth,2013,Tristan Price,Perla Rodríguez,F
The Cloth,2013,Tristan Price,Eric Roberts,M
The Cloth,2013,Tristan Price,Rachele Brooke Smith,F
What Richard Did,2012,Lenny Abrahamson,Jack Reynor,M
What Richard Did,2012,Lenny Abrahamson,Fionn Walton,M
What Richard Did,2012,Lenny Abrahamson,Gavin Drea,M
What Richard Did,2012,Lenny Abrahamson,Patrick Gibson,M
Stand Up Guys,2012,Fisher Stevens,Al Pacino,M
Stand Up Guys,2012,Fisher Stevens,Christopher Walken,M
Stand Up Guys,2012,Fisher Stevens,Alan Arkin,M
Stand Up Guys,2012,Fisher Stevens,Julianna Margulies,F
Tomorrow You're Gone,2012,David Jacobson,Michelle Monaghan,F
Tomorrow You're Gone,2012,David Jacobson,Willem Dafoe,M
Tomorrow You're Gone,2012,David Jacobson,Stephen Dorff,M
Tomorrow You're Gone,2012,David Jacobson,Robert LaSardo,M
Not Fade Away,2012,David Chase,John Magaro,M
Not Fade Away,2012,David Chase,Jack Huston,M
Not Fade Away,2012,David Chase,Will Brill,M
Not Fade Away,2012,David Chase,Brahm Vaccarella,M
Any Day Now,2012,Travis Fine,Alan Cumming,M
Any Day Now,2012,Travis Fine,Garret Dillahunt,M
Any Day Now,2012,Travis Fine,Isaac Leyva,M
Any Day Now,2012,Travis Fine,Frances Fisher,F
Under the Bed,2012,Steven C. Miller,Jonny Weston,M
Under the Bed,2012,Steven C. Miller,Gattlin Griffith,M
Under the Bed,2012,Steven C. Miller,Peter Holden,M
Under the Bed,2012,Steven C. Miller,Musetta Vander,F
The Outback,2012,Kyung Ho Lee,Charlie Bewley,M
The Outback,2012,Kyung Ho Lee,Lielle Tova Blinkoff,F
The Outback,2012,Kyung Ho Lee,Robert Cait,M
The Outback,2012,Kyung Ho Lee,Cathy Cavadini,F
The Boondock Saints,1999,Troy Duffy,Willem Dafoe,M
The Boondock Saints,1999,Troy Duffy,Sean Patrick Flanery,M
The Boondock Saints,1999,Troy Duffy,Norman Reedus,M
The Boondock Saints,1999,Troy Duffy,David Della Rocco,M
The Evil Dead,1981,Sam Raimi,Bruce Campbell,M
The Evil Dead,1981,Sam Raimi,Ellen Sandweiss,F
The Evil Dead,1981,Sam Raimi,Richard DeManincor,M
The Evil Dead,1981,Sam Raimi,Betsy Baker,F
42,2013,Brian Helgeland,Chadwick Boseman,M
42,2013,Brian Helgeland,T.R. Knight,M
42,2013,Brian Helgeland,Harrison Ford,M
42,2013,Brian Helgeland,Nicole Beharie,F
Evil Dead,2013,Fede Alvarez,Jane Levy,F
Evil Dead,2013,Fede Alvarez,Shiloh Fernandez,M
Evil Dead,2013,Fede Alvarez,Jessica Lucas,F
Evil Dead,2013,Fede Alvarez,Lou Taylor Pucci,M
Scary Movie 5,2013,Malcolm D. Lee,David Zucker,Na
Scary Movie 5,2013,Malcolm D. Lee,Simon Rex,M
Scary Movie 5,2013,Malcolm D. Lee,Ashley Tisdale,F
Scary Movie 5,2013,Malcolm D. Lee,Charlie Sheen,M
Scary Movie 5,2013,Malcolm D. Lee,Lindsay Lohan,F
Broken City,2013,Allen Hughes,Mark Wahlberg,M
Broken City,2013,Allen Hughes,Russell Crowe,M
Broken City,2013,Allen Hughes,Catherine Zeta-Jones,F
Broken City,2013,Allen Hughes,Jeffrey Wright,M
Gangster Squad,2013,Ruben Fleischer,Sean Penn,M
Gangster Squad,2013,Ruben Fleischer,Ryan Gosling,M
Gangster Squad,2013,Ruben Fleischer,Emma Stone,F
Gangster Squad,2013,Ruben Fleischer,Giovanni Ribisi,M
Furious 6,2013,Justin Lin,Vin Diesel,M
Furious 6,2013,Justin Lin,Paul Walker,M
Furious 6,2013,Justin Lin,Dwayne Johnson,M
Furious 6,2013,Justin Lin,Michelle Rodriguez,F
Pain & Gain,2013,Michael Bay,Mark Wahlberg,M
Pain & Gain,2013,Michael Bay,Dwayne Johnson,M
Pain & Gain,2013,Michael Bay,Anthony Mackie,M
Pain & Gain,2013,Michael Bay,Tony Shalhoub,M
The Numbers Station,2013,Kasper Barfoed,John Cusack,M
The Numbers Station,2013,Kasper Barfoed,Malin Akerman,F
The Numbers Station,2013,Kasper Barfoed,Liam Cunningham,M
The Numbers Station,2013,Kasper Barfoed,Richard Brake,M
Mama,2013,Andy Muschietti,Jessica Chastain,F
Mama,2013,Andy Muschietti,Nikolaj Coster-Waldau,M
Mama,2013,Andy Muschietti,Megan Charpentier,F
Mama,2013,Andy Muschietti,Isabelle Nélisse,F
Pawn,2013,David A. Armstrong,Ray Liotta,M
Pawn,2013,David A. Armstrong,Jessica Szohr,F
Pawn,2013,David A. Armstrong,Stephen Lang,M
Pawn,2013,David A. Armstrong,Sean Faris,M
300: Rise of an Empire,2014,Noam Murro,Sullivan Stapleton,M
300: Rise of an Empire,2014,Noam Murro,Eva Green,F
300: Rise of an Empire,2014,Noam Murro,Lena Headey,F
300: Rise of an Empire,2014,Noam Murro,Hans Matheson,M
Temptation: Confessions of a Marriage Counselor,2013,Tyler Perry,Jurnee Smollett,F
Temptation: Confessions of a Marriage Counselor,2013,Tyler Perry,Vanessa Williams,F
Temptation: Confessions of a Marriage Counselor,2013,Tyler Perry,Brandy Norwood,F
Temptation: Confessions of a Marriage Counselor,2013,Tyler Perry,Kim Kardashian,F
The Way Way Back,2013,Nat Faxon,Jim Rash,M
The Way Way Back,2013,Nat Faxon,Steve Carell,M
The Way Way Back,2013,Nat Faxon,Toni Collette,F
The Way Way Back,2013,Nat Faxon,Allison Janney,F
The Way Way Back,2013,Nat Faxon,AnnaSophia Robb,F
Grown Ups 2,2013,Dennis Dugan,Adam Sandler,M
Grown Ups 2,2013,Dennis Dugan,Kevin James,M
Grown Ups 2,2013,Dennis Dugan,Chris Rock,M
Grown Ups 2,2013,Dennis Dugan,David Spade,M
Dark Skies,2013,Scott Stewart,Keri Russell,F
Dark Skies,2013,Scott Stewart,Jake Brennan,M
Dark Skies,2013,Scott Stewart,Josh Hamilton,M
Dark Skies,2013,Scott Stewart,Dakota Goyo,M
Assassins Run,2013,Robert Crombie,Sofya Skya,F
Assassins Run,2013,Robert Crombie,Christian Slater,M
Assassins Run,2013,Robert Crombie,Sofya Skya,F
Assassins Run,2013,Robert Crombie,Cole Hauser,M
Assassins Run,2013,Robert Crombie,Angus Macfadyen,M
Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,Logan Lerman,M
Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,Alexandra Daddario,F
Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,Brandon T. Jackson,M
Percy Jackson: Sea of Monsters,2013,Thor Freudenthal,Nathan Fillion,M
The Bling Ring,2013,Sofia Coppola,Katie Chang,F
The Bling Ring,2013,Sofia Coppola,Israel Broussard,M
The Bling Ring,2013,Sofia Coppola,Emma Watson,F
The Bling Ring,2013,Sofia Coppola,Claire Julien,F
Identity Thief,2013,Seth Gordon,Jason Bateman,M
Identity Thief,2013,Seth Gordon,Melissa McCarthy,F
Identity Thief,2013,Seth Gordon,John Cho,M
Identity Thief,2013,Seth Gordon,Amanda Peet,F
The Big Wedding,2013,Justin Zackham,Robert De Niro,M
The Big Wedding,2013,Justin Zackham,Diane Keaton,F
The Big Wedding,2013,Justin Zackham,Katherine Heigl,F
The Big Wedding,2013,Justin Zackham,Amanda Seyfried,F
Welcome to the Punch,2013,Eran Creevy,James McAvoy,M
Welcome to the Punch,2013,Eran Creevy,Mark Strong,M
Welcome to the Punch,2013,Eran Creevy,Andrea Riseborough,F
Welcome to the Punch,2013,Eran Creevy,Peter Mullan,M
Only God Forgives,2013,Nicolas Winding Refn,Ryan Gosling,M
Only God Forgives,2013,Nicolas Winding Refn,Kristin Scott Thomas,F
Only God Forgives,2013,Nicolas Winding Refn,Vithaya Pansringarm,M
Only God Forgives,2013,Nicolas Winding Refn,Gordon Brown,M
Devils of War,2013,Eli Dorsey,Lawrence Anthony,M
Devils of War,2013,Eli Dorsey,Jerry L. Buxbaum,M
Devils of War,2013,Eli Dorsey,Jamin Watson,M
Devils of War,2013,Eli Dorsey,Jeremiah Grace,M
Movie 43,2013,Elizabeth Banks,Steven Brill,M
Movie 43,2013,Elizabeth Banks,Steve Carr,Na
Movie 43,2013,Elizabeth Banks,Rusty Cundieff,M
Movie 43,2013,Elizabeth Banks,James Duffy,Na
Movie 43,2013,Elizabeth Banks,Griffin Dunne,M
Movie 43,2013,Elizabeth Banks,Peter Farrelly,Na
Movie 43,2013,Elizabeth Banks,Patrik Forsberg,Na
Movie 43,2013,Elizabeth Banks,Will Graham,Na
Movie 43,2013,Elizabeth Banks,James Gunn,Na
Movie 43,2013,Elizabeth Banks,Brett Ratner,Na
Movie 43,2013,Elizabeth Banks,Jonathan van Tulleken,Na
Movie 43,2013,Elizabeth Banks,Bob Odenkirk,M
Movie 43,2013,Elizabeth Banks,Emma Stone,F
Movie 43,2013,Elizabeth Banks,Stephen Merchant,M
Movie 43,2013,Elizabeth Banks,Richard Gere,M
Movie 43,2013,Elizabeth Banks,Liev Schreiber,M
The Haunting in Connecticut 2: Ghosts of Georgia,2013,Tom Elkins,Abigail Spencer,F
The Haunting in Connecticut 2: Ghosts of Georgia,2013,Tom Elkins,Chad Michael Murray,M
The Haunting in Connecticut 2: Ghosts of Georgia,2013,Tom Elkins,Katee Sackhoff,F
The Haunting in Connecticut 2: Ghosts of Georgia,2013,Tom Elkins,Emily Alyn Lind,F
The Call,2013,Brad Anderson,Halle Berry,F
The Call,2013,Brad Anderson,Evie Thompson,F
The Call,2013,Brad Anderson,Abigail Breslin,F
The Call,2013,Brad Anderson,Morris Chestnut,M
Crush,2013,Malik Bader,Ashleigh Craig,F
Crush,2013,Malik Bader,Cody Hamilton,M
Crush,2013,Malik Bader,Lucas Till,M
Crush,2013,Malik Bader,Crystal Reed,F
Hansel & Gretel: Witch Hunters,2013,Tommy Wirkola,Jeremy Renner,M
Hansel & Gretel: Witch Hunters,2013,Tommy Wirkola,Gemma Arterton,F
Hansel & Gretel: Witch Hunters,2013,Tommy Wirkola,Peter Stormare,M
Hansel & Gretel: Witch Hunters,2013,Tommy Wirkola,Famke Janssen,F
The Purge,2013,James DeMonaco,Ethan Hawke,M
The Purge,2013,James DeMonaco,Lena Headey,F
The Purge,2013,James DeMonaco,Max Burkholder,M
The Purge,2013,James DeMonaco,Adelaide Kane,F
Snitch,2013,Ric Roman Waugh,Dwayne Johnson,M
Snitch,2013,Ric Roman Waugh,Susan Sarandon,F
Snitch,2013,Ric Roman Waugh,Jon Bernthal,M
Snitch,2013,Ric Roman Waugh,Rafi Gavron,M
The Godfather Part II,1974,Francis Ford Coppola,Al Pacino,M
The Godfather Part II,1974,Francis Ford Coppola,Robert De Niro,M
The Godfather Part II,1974,Francis Ford Coppola,Robert Duvall,M
The Godfather Part II,1974,Francis Ford Coppola,Diane Keaton,F
One Flew Over the Cuckoo's Nest,1975,Milos Forman,Jack Nicholson,M
One Flew Over the Cuckoo's Nest,1975,Milos Forman,Louise Fletcher,F
One Flew Over the Cuckoo's Nest,1975,Milos Forman,Michael Berryman,M
One Flew Over the Cuckoo's Nest,1975,Milos Forman,Peter Brocco,M
The Empire Strikes Back,1980,Irvin Kershner,Mark Hamill,M
The Empire Strikes Back,1980,Irvin Kershner,Harrison Ford,M
The Empire Strikes Back,1980,Irvin Kershner,Carrie Fisher,F
The Empire Strikes Back,1980,Irvin Kershner,Billy Dee Williams,M
Raiders of the Lost Ark,1981,Steven Spielberg,Harrison Ford,M
Raiders of the Lost Ark,1981,Steven Spielberg,Karen Allen,F
Raiders of the Lost Ark,1981,Steven Spielberg,Paul Freeman,M
Raiders of the Lost Ark,1981,Steven Spielberg,John Rhys-Davies,M
Apocalypse Now,1979,Francis Ford Coppola,Martin Sheen,M
Apocalypse Now,1979,Francis Ford Coppola,Marlon Brando,M
Apocalypse Now,1979,Francis Ford Coppola,Robert Duvall,M
Apocalypse Now,1979,Francis Ford Coppola,Frederic Forrest,M
Alien,1979,Ridley Scott,Sigourney Weaver,F
Alien,1979,Ridley Scott,Tom Skerritt,M
Alien,1979,Ridley Scott,John Hurt,M
Alien,1979,Ridley Scott,Veronica Cartwright,F
Blade Runner,1982,Ridley Scott,Harrison Ford,M
Blade Runner,1982,Ridley Scott,Rutger Hauer,M
Blade Runner,1982,Ridley Scott,Sean Young,F
Blade Runner,1982,Ridley Scott,Edward James Olmos,M
E.T. the Extra-Terrestrial,1982,Steven Spielberg,Henry Thomas,M
E.T. the Extra-Terrestrial,1982,Steven Spielberg,Drew Barrymore,F
E.T. the Extra-Terrestrial,1982,Steven Spielberg,Peter Coyote,M
E.T. the Extra-Terrestrial,1982,Steven Spielberg,Dee Wallace,F
The Outsiders,1983,Francis Ford Coppola,C. Thomas Howell,M
The Outsiders,1983,Francis Ford Coppola,Matt Dillon,M
The Outsiders,1983,Francis Ford Coppola,Ralph Macchio,M
The Outsiders,1983,Francis Ford Coppola,Patrick Swayze,M
Scarface,1983,Brian De Palma,Al Pacino,M
Scarface,1983,Brian De Palma,Michelle Pfeiffer,F
Scarface,1983,Brian De Palma,Steven Bauer,M
Scarface,1983,Brian De Palma,Mary Elizabeth Mastrantonio,F
Star Wars: Episode VI - Return of the Jedi,1983,Richard Marquand,Mark Hamill,M
Star Wars: Episode VI - Return of the Jedi,1983,Richard Marquand,Harrison Ford,M
Star Wars: Episode VI - Return of the Jedi,1983,Richard Marquand,Carrie Fisher,F
Star Wars: Episode VI - Return of the Jedi,1983,Richard Marquand,Billy Dee Williams,M
Ghostbusters,1984,Ivan Reitman,Bill Murray,M
Ghostbusters,1984,Ivan Reitman,Dan Aykroyd,M
Ghostbusters,1984,Ivan Reitman,Sigourney Weaver,F
Ghostbusters,1984,Ivan Reitman,Harold Ramis,M
Red Dawn,1984,John Milius,Patrick Swayze,M
Red Dawn,1984,John Milius,C. Thomas Howell,M
Red Dawn,1984,John Milius,Lea Thompson,F
Red Dawn,1984,John Milius,Charlie Sheen,M
The Terminator,1984,James Cameron,Arnold Schwarzenegger,M
The Terminator,1984,James Cameron,Linda Hamilton,F
The Terminator,1984,James Cameron,Michael Biehn,M
The Terminator,1984,James Cameron,Paul Winfield,M
Full Metal Jacket,1987,Stanley Kubrick,Matthew Modine,M
Full Metal Jacket,1987,Stanley Kubrick,R. Lee Ermey,M
Full Metal Jacket,1987,Stanley Kubrick,Vincent D'Onofrio,M
